original_code,normalized_id,city_state
LUR,900,Bettles, AK
OQB,901,Bible Camp, AK
FBK,902,Fairbanks, AK
WLK,903,Fairbanks, AK
OTS,904,Friday Harbor, WA
PUJ,905,Miami, FL
ANU,906,Boston, MA
ONP,907,Newport, OR
PNS,908,Hamilton, Canada
YXU,909,London, Canada
SID,910,Sal Island, Cape Verde
KVL,911,Kivalina, AK
PAQ,912,Palmer, AK
KTB,913,Thorne Bay, AK
BMA,914,Miami, FL
ZAZ,915,Zaragoza, Spain
GVA,916,Teterboro, NJ
BRN,917,San Francisco, CA
BUD,918,Budapest, Hungary
OXF,919,San Diego, CA
BZE,920,Belize City, Belize
CTA,921,Catania, Italy
KRK,922,Washington, DC
TRN,923,Turin, Italy
NHT,924,Cleveland, OH
SC6,925,Charleston, SC
6GA,926,Cornelia, GA
AHN,927,Cornelia, GA
M91,928,Smyrna, TN
RNM,929,Ramona, CA
UES,930,Chicago, IL
CEU,931,Atlanta, GA
MQJ,932,Columbus, OH
DEC,933,Chicago, IL
SVH,934,Statesville, NC
MTN,935,Baltimore, MD
ACY,936,Atlantic City, NJ
JHW,937,Jamestown, NY
USA,938,Smyrna, TN
HLM,939,Holland, MI
HYR,940,Holland, MI
FWA,941,Smyrna, TN
GWO,942,Greenwood, MS
AMA,943,Las Vegas, NV
EKI,944,Brunswick, GA
LRM,945,La Romana, Dominican Republic
OLS,946,Nashville, TN
VWC,947,Smyrna, TN
LCI,948,Laconia, NH
LEB,949,Laconia, NH
LBE,950,Latrobe, PA
BWG,951,Nashville, TN
TEK,952,Tatitlek, AK
NCN,953,Tatitlek, AK
NCO,954,North Kingstown, RI
GLW,955,Glasgow, KY
LWM,956,Hyannis, MA
PNE,957,White Plains, NY
GON,958,Teterboro, NJ
IN6,959,Smyrna, TN
BHM,960,Smyrna, TN
NIB,961,Nikolai, AK
GVT,962,Oklahoma City, OK
BJI,963,Bemidji, MN
TRI,964,Bristol/Johnson City/Kingsport, TN
CTH,965,Coatesville, PA
RBW,966,Knoxville, TN
HAO,967,Hamilton, OH
SRC,968,Searcy, AR
VNC,969,Destin, FL
ISM,970,Orlando, FL
ERI,971,Saranac Lake/Lake Placid, NY
N3C,972,Franklin, NC
SNY,973,Wichita, KS
EWB,974,New Bedford/Fall River, MA
LNS,975,Lancaster, PA
AIK,976,Aiken, SC
CUN,977,Fort Lauderdale, FL
OUN,978,Norman, OK
CDN,979,Boston, MA
QMA,980,Kennesaw, GA
RHI,981,Rhinelander, WI
TX4,982,Ballinger, TX
CXO,983,Conroe, TX
MSL,984,Phoenix, AZ
HSV,985,Smyrna, TN
FYV,986,Nashville, TN
DAY,987,Dayton, OH
RQV,988,Salt Lake City, UT
MHT,989,Destin, FL
RUT,990,Beverly, MA
ORF,991,Gallatin, TN
INT,992,Destin, FL
KCL,993,Chignik Bay, AK
TWA,994,Twin Hills, AK
BER,995,Teterboro, NJ
ISL,996,Washington, DC
BEY,997,Beirut, Lebanon
ROG,998,Chicago, IL
LIH,999,Lihue, HI
ATH,1000,Athens, Greece
MUC,1001,Munich, Germany
GIG,1002,Rio de Janeiro, Brazil
RTM,1003,Rotterdam, Netherlands
JED,1004,Newark, NJ
MLH,1005,Fort Lauderdale, FL
TBS,1006,Miami, FL
GRU,1007,Miami, FL
MKL,1008,Jackson, TN
ACH,1009,Altenrhein, Switzerland
BLK,1010,Blackpool, United Kingdom
VGO,1011,Seattle, WA
SCQ,1012,Santiago de Compostela, Spain
SMV,1013,St. Moritz, Switzerland
LCG,1014,Scranton/Wilkes-Barre, PA
PEG,1015,New York, NY
EST,1016,Estherville, IA
BCN,1017,Barcelona, Spain
AUA,1018,Aruba, Aruba
VIE,1019,Teterboro, NJ
BRS,1020,Teterboro, NJ
YTM,1021,Teterboro, NJ
POP,1022,Puerto Plata, Dominican Republic
MDE,1023,Miami, FL
IBZ,1024,Orlando, FL
BWE,1025,Miami, FL
RAK,1026,White Plains, NY
MME,1027,Darlington, United Kingdom
FEZ,1028,Fez, Morocco
ASU,1029,Asuncion, Paraguay
GRS,1030,Pittsburgh, PA
INV,1031,Austin, TX
YXJ,1032,Fort St. John, Canada
UNU,1033,Green Bay, WI
YAM,1034,International Falls, MN
YQM,1035,Teterboro, NJ
OMS,1036,Omsk, Russia
YEG,1037,Teterboro, NJ
CKB,1038,Los Angeles, CA
FLR,1039,Minot, ND
HND,1040,Tokyo, Japan
AZ3,1041,Van Nuys, CA
LIR,1042,Dallas/Fort Worth, TX
MRS,1043,Marseille, France
NAP,1044,Boca Raton, FL
TUF,1045,Detroit, MI
YQT,1046,Thunder Bay, Canada
GUA,1047,Van Nuys, CA
BHD,1048,Belfast, United Kingdom
AES,1049,Aalesund, Norway
HUY,1050,White Plains, NY
MOL,1051,Teterboro, NJ
BDR,1052,Bridgeport, CT
URO,1053,Bridgeport, CT
KRS,1054,Kristiansand, Norway
SNR,1055,Washington, DC
DUS,1056,White Plains, NY
LYN,1057,Lyon, France
FRA,1058,Teterboro, NJ
RME,1059,Rome, NY
OBF,1060,Oberpfaffenhofen, Germany
PRG,1061,New Haven, CT
CPH,1062,Washington, DC
DSS,1063,Miami, FL
GRQ,1064,Charlotte, NC
STR,1065,Stuttgart, Germany
SPU,1066,Saranac Lake/Lake Placid, NY
SHA,1067,Shanghai, China
JER,1068,Miami, FL
AKL,1069,Auckland, New Zealand
MLA,1070,Malta, Malta
DIJ,1071,Dijon, France
CFU,1072,Corfu, Greece
VCE,1073,Indianapolis, IN
GMP,1074,Seoul, South Korea
CKG,1075,Chongqing, China
IST,1076,Istanbul, Turkey
SXF,1077,Berlin, Germany
AYT,1078,Islip, NY
LOS,1079,Teterboro, NJ
EZE,1080,New York, NY
NGO,1081,San Francisco, CA
ARN,1082,San Francisco, CA
TLN,1083,Houston, TX
MNL,1084,Kona, HI
LCA,1085,Larnaca, Cyprus
PVG,1086,Shanghai, China
AVN,1087,Avignon, France
VLC,1088,Los Angeles, CA
CIA,1089,San Jose, CA
TSA,1090,Taipei, Taiwan
SIN,1091,Singapore, Singapore
PVK,1092,San Jose, CA
AZI,1093,Boston, MA
KKJ,1094,Kitakyushu, Japan
DWC,1095,Jebel Ali, United Arab Emirates
HLA,1096,Lanseria, South Africa
AZS,1097,Samana, Dominican Republic
BOG,1098,Bogota, Colombia
CIW,1099,Canouan, Saint Vincent and the Grenadines
PBM,1100,Zanderij, Suriname
PTY,1101,Panama City, Panama
RKV,1102,Reykjavik, Iceland
KIR,1103,Bedford, MA
OPO,1104,Teterboro, NJ
EXT,1105,Exeter, United Kingdom
SOU,1106,Southampton, United Kingdom
SEN,1107,White Plains, NY
EVE,1108,Providence, RI
ANE,1109,Teterboro, NJ
BOD,1110,Bordeaux, France
TNG,1111,Teterboro, NJ
KIX,1112,Osaka, Japan
EIN,1113,Eindhoven, Netherlands
NAT,1114,Miami, FL
RDG,1115,Reading, PA
WAW,1116,Warsaw, Poland
POA,1117,Miami, FL
TPS,1118,Trapani/Marsala, Italy
GTF,1119,London, United Kingdom
MVD,1120,Montevideo, Uruguay
RZE,1121,Washington, DC
CMI,1122,Nice, France
BNE,1123,Brisbane, Australia
HAM,1124,Hamburg, Germany
BRE,1125,Bremen, Germany
FDH,1126,West Palm Beach/Palm Beach, FL
FKB,1127,Karlsruhe/Baden-Baden, Germany
ORY,1128,Houston, TX
SZX,1129,Shenzhen, China
JTR,1130,Teterboro, NJ
BJV,1131,Westhampton, NY
FCO,1132,Miami, FL
MWL,1133,Mineral Wells, TX
CEG,1134,Los Angeles, CA
GOT,1135,San Jose, CA
PEK,1136,Beijing, China
NAN,1137,Nadi, Fiji
KID,1138,Kristianstad, Sweden
MEL,1139,Honolulu, HI
HEL,1140,Los Angeles, CA
BSL,1141,Mulhouse, France
RMU,1142,Murcia, Spain
KWI,1143,Kuwait, Kuwait
FIH,1144,Kinshasa, Congo (Kinshasa)
SCL,1145,Santiago, Chile
RUH,1146,Riyadh, Saudi Arabia
CNX,1147,Kahului, HI
DXB,1148,Dubai, United Arab Emirates
CHC,1149,San Jose, CA
HKT,1150,Kona, HI
DEL,1151,Newark, NJ
DMK,1152,Bangkok, Thailand
BAQ,1153,Barranquilla, Colombia
MID,1154,Merida, Mexico
BEL,1155,Belem, Brazil
ORH,1156,Worcester, MA
BYJ,1157,Bedford, MA
BOH,1158,Bournemouth, United Kingdom
ANR,1159,Antwerp, Belgium
RKE,1160,Westhampton, NY
DRS,1161,Bedford, MA
INN,1162,Teterboro, NJ
TFS,1163,Tenerife, Spain
ITO,1164,Seoul, South Korea
CEW,1165,Frankfurt, Germany
BIO,1166,Bilbao, Spain
TKU,1167,Miami, FL
LBA,1168,Leeds/Bradford, United Kingdom
VXO,1169,Las Vegas, NV
HGH,1170,Hangzhou, China
GIB,1171,San Jose, CA
SGN,1172,Ho Chi Minh City, Vietnam
OSR,1173,Los Angeles, CA
CJU,1174,Jeju, South Korea
CRK,1175,San Francisco, CA
HAN,1176,Hanoi, Vietnam
CZM,1177,Miami, FL
DAV,1178,David, Panama
GND,1179,Teterboro, NJ
MAH,1180,Mahon, Spain
FSC,1181,Figari, France
BGO,1182,Seattle, WA
BDS,1183,White Plains, NY
BRC,1184,San Carlos de Bariloche, Argentina
SKG,1185,Trenton, NJ
PRC,1186,Prescott, AZ
NOC,1187,Phoenix, AZ
CTU,1188,Anchorage, AK
DUD,1189,Dunedin, New Zealand
BLQ,1190,Bologna, Italy
KGS,1191,Kos, Greece
ASR,1192,Albany, NY
ADJ,1193,Teterboro, NJ
TAO,1194,San Francisco, CA
CMN,1195,Casablanca, Morocco
CLJ,1196,Cluj-Napoca, Romania
ADB,1197,Izmir, Turkey
PMO,1198,San Jose, CA
CGK,1199,Jakarta, Indonesia
CAN,1200,San Jose, CA
RTB,1201,Bedford, MA
PDL,1202,Ponta Delgada, Portugal
NCL,1203,Teterboro, NJ
DTM,1204,Philadelphia, PA
REC,1205,Newark, NJ
RJK,1206,Rijeka, Croatia
BBU,1207,Bucharest, Romania
CPR,1208,Paris, France
SXB,1209,Tampa, FL
KTT,1210,San Jose, CA
LPA,1211,Denver, CO
ACC,1212,Accra, Ghana
SGH,1213,Accra, Ghana
PNH,1214,Phnom Penh, Cambodia
ESB,1215,West Palm Beach/Palm Beach, FL
NBO,1216,Boston, MA
SVD,1217,Waukegan, IL
LIM,1218,Lima, Peru
RBA,1219,Rabat, Morocco
NKC,1220,Nouakchott, Mauritania
TRS,1221,Trieste, Italy
UVF,1222,Oakland, CA
PPT,1223,Papeete, French Polynesia
GEO,1224,Los Angeles, CA
LGG,1225,Orlando, FL
SOF,1226,White Plains, NY
CMF,1227,Miami, FL
CAG,1228,Cagliari, Italy
JMK,1229,Miami, FL
KMI,1230,Miyazaki, Japan
HAJ,1231,Hannover, Germany
ORK,1232,Indianapolis, IN
ZTH,1233,Zakinthos, Greece
CHQ,1234,Chania, Greece
MFM,1235,Macau, Macau
CAI,1236,Los Angeles, CA
CEF,1237,Moncton, Canada
MBJ,1238,Montego Bay, Jamaica
LYR,1239,Longyearbyen, Norway
BDU,1240,Seattle, WA
AJA,1241,Chicago, IL
KLX,1242,Kalamata, Greece
CDC,1243,Cedar City, UT
SZB,1244,Anchorage, AK
LHR,1245,London, United Kingdom
COO,1246,White Plains, NY
SMR,1247,San Antonio, TX
ART,1248,Watertown, NY
BOO,1249,Seattle, WA
MNZ,1250,Manassas, VA
AEP,1251,Buenos Aires, Argentina
PUQ,1252,Miami, FL
CPC,1253,Chapelco, Argentina
KSF,1254,Milwaukee, WI
FNA,1255,Teterboro, NJ
OKA,1256,Lihue, HI
CLY,1257,Calvi, France
RNS,1258,Los Angeles, CA
SLM,1259,Salamanca, Spain
SHR,1260,Sheridan, WY
MST,1261,Bedford, MA
CRW,1262,Charleston/Dunbar, WV
ODE,1263,Odense, Denmark
GYY,1264,Gary, IN
SVQ,1265,Seville, Spain
CDG,1266,Paris, France
DNR,1267,Los Angeles, CA
VWK,1268,Saratoga Springs, NY
BHB,1269,New York, NY
BNH,1270,Boston, MA
2NY,1271,Port Washington, NY
OWD,1272,New York, NY
PCA,1273,Portage Creek, AK
KPV,1274,Perryville, AK
WTK,1275,Kotzebue, AK
AKB,1276,Atka, AK
ADK,1277,Atka, AK
VDZ,1278,Valdez, AK
VA9,1279,Norfolk, VA
ELM,1280,East Farmingdale, NY
UST,1281,Miami, FL
IDP,1282,Des Moines, IA
EAR,1283,Jackson, WY
FAY,1284,Miami, FL
SPI,1285,East Farmingdale, NY
VA5,1286,Madrid, Spain
RIX,1287,Teterboro, NJ
ZAG,1288,White Plains, NY
PNA,1289,Grand Rapids, MI
NJ7,1290,New Jersey, NJ
CDW,1291,Caldwell, NJ
PHK,1292,Pahokee, FL
3NY,1293,Suffolk, NY
WSH,1294,East Hampton, NY
LNA,1295,Fort Lauderdale, FL
NSB,1296,Bimini, The Bahamas
HIE,1297,Whitefield, NH
CXY,1298,Cat Cay, The Bahamas
IMM,1299,Immokalee, FL
WTD,1300,Fort Lauderdale, FL
LDJ,1301,East Hampton, NY
FID,1302,Fishers Island, NY
TPF,1303,Tampa, FL
OBE,1304,Tampa, FL
SPG,1305,Okeechobee, FL
PGD,1306,Punta Gorda, FL
WKR,1307,Fort Lauderdale, FL
BS3,1308,Baker Bay, The Bahamas
TZN,1309,Miami, FL
HBI,1310,Fort Lauderdale, FL
PPM,1311,Pompano Beach, FL
UBF,1312,New York, NY
TYM,1313,Exuma, The Bahamas
ASD,1314,West Palm Beach/Palm Beach, FL
ESC,1315,Escanaba, MI
CDV,1316,Cordova, AK
YAK,1317,Klawock, AK
BTS,1318,Bratislava, Slovakia
FMO,1319,Greven, Germany
VRN,1320,Verona, Italy
TLS,1321,Toulouse, France
SDR,1322,Santander, Spain
CGZ,1323,Page, AZ
PHF,1324,Teterboro, NJ
MLJ,1325,Akron, OH
ENW,1326,Kenosha, WI
MCN,1327,Macon, GA
BMG,1328,Bloomington, IN
CNY,1329,Moab, UT
DHT,1330,Dalhart, TX
HEZ,1331,Crestview, FL
GAD,1332,Cincinnati, OH
EVV,1333,Eagle, CO
BTM,1334,Teterboro, NJ
CVN,1335,Clovis, NM
YQG,1336,White Plains, NY
ISO,1337,Kinston, NC
ATW,1338,Appleton, WI
PSF,1339,Pittsfield, MA
LNY,1340,Hilo, HI
ARA,1341,New Iberia, LA
RFD,1342,Fort Wayne, IN
FL8,1343,Miami, FL
OAJ,1344,Jacksonville/Camp Lejeune, NC
LOZ,1345,London/Corbin, KY
BEH,1346,London/Corbin, KY
ID1,1347,Driggs, ID
EWN,1348,New Bern/Morehead/Beaufort, NC
YYB,1349,Chicago, IL
FTY,1350,Atlanta, GA
MBS,1351,Saginaw/Bay City/Midland, MI
GVL,1352,Fort Lauderdale, FL
JZI,1353,White Plains, NY
VDI,1354,Vidalia, GA
ISW,1355,New York, NY
MGR,1356,East Farmingdale, NY
LTO,1357,Loreto, Mexico
MZT,1358,Van Nuys, CA
HOT,1359,Hot Springs, AR
FLD,1360,Van Nuys, CA
FDK,1361,Detroit, MI
HLN,1362,Helena, MT
FDF,1363,Miami, FL
NTR,1364,Monterrey, Mexico
BAF,1365,White Plains, NY
MIV,1366,Millville, NJ
YNG,1367,Youngstown/Warren, OH
GMU,1368,Greenville, SC
MRC,1369,Philadelphia, PA
LZU,1370,Westhampton, NY
RKD,1371,Rockland, ME
ZCL,1372,Zacatecas, Mexico
HLI,1373,White Plains, NY
GA5,1374,Thomson, GA
PIH,1375,Seattle, WA
TIX,1376,Titusville, FL
DWH,1377,Austin, TX
LWB,1378,Lewisburg, WV
MN7,1379,Minneapolis, MN
IPL,1380,El Centro, CA
VCT,1381,Milwaukee, WI
MDH,1382,Smyrna, TN
KIN,1383,Dallas/Fort Worth, TX
YXT,1384,Terrace, Canada
BSB,1385,Teterboro, NJ
LLA,1386,Lulea, Sweden
TIA,1387,Teterboro, NJ
LYX,1388,Teterboro, NJ
BEG,1389,Belgrade, Serbia
LBC,1390,Las Vegas, NV
KJK,1391,Cincinnati, OH
BLL,1392,Billund, Denmark
LUX,1393,Luxembourg, Luxembourg
TIV,1394,Teterboro, NJ
ABZ,1395,Reno, NV
CKV,1396,Cincinnati, OH
3NC,1397,Hendersonville, NC
NY7,1398,Syracuse, NY
DXR,1399,Danbury, CT
BBX,1400,Blue Bell, PA
QMN,1401,East Hampton, NY
DYL,1402,Doylestown, PA
POU,1403,East Hampton, NY
NJ2,1404,West Creek, NJ
NJ1,1405,Berlin, NJ
PA5,1406,New York, NY
NJ3,1407,Somerville, NJ
AVO,1408,West Palm Beach/Palm Beach, FL
CT1,1409,Beverly, MA
SEF,1410,Miami, FL
MA4,1411,Lebanon-Hanover, NH
BOW,1412,St. Augustine, FL
FL7,1413,Miami, FL
SBH,1414,Saint Barthelemy, Saint Barthelemy
AOO,1415,Altoona, PA
SHD,1416,Altoona, PA
GBR,1417,Allentown/Bethlehem/Easton, PA
NY5,1418,Lebanon-Hanover, NH
GED,1419,Georgetown, DE
UXO,1420,Teterboro, NJ
PCT,1421,Washington, DC
SEG,1422,Selinsgrove, PA
ISS,1423,Wiscasset, ME
GTY,1424,Gettysburg, PA
OIC,1425,Philadelphia, PA
XXE,1426,Lakewood, NJ
CON,1427,Teterboro, NJ
6B0,1428,Martha's Vineyard, MA
VGC,1429,Bedford, MA
SFM,1430,Sanford, ME
ESN,1431,Easton, MD
NY8,1432,Harrisburg, PA
AAF,1433,Orlando, FL
LKP,1434,Newark, NJ
1NY,1435,Penn Yan, NY
ANP,1436,Penn Yan, NY
NH4,1437,Moultonboro, NH
BFD,1438,Bradford, PA
JBQ,1439,San Juan, PR
OGS,1440,Ogdensburg, NY
GAI,1441,Westhampton, NY
LOW,1442,Louisa, VA
WVL,1443,East Hampton, NY
1N7,1444,Staunton, VA
NJ9,1445,Nantucket, MA
VA8,1446,Richmond, VA
YTZ,1447,Toronto, Canada
YSC,1448,Teterboro, NJ
YOO,1449,Manchester, NH
MD1,1450,Michellville, MD
ROA,1451,Roanoke, VA
BQU,1452,Bequia, Saint Vincent and the Grenadines
YLS,1453,Lebel-sur-Quevillon, Canada
TRL,1454,Terrell, TX
ASX,1455,Ashland, WI
NHZ,1456,Bar Harbor, ME
NAD,1457,North Adams, MA
1B1,1458,East Hampton, NY
BGM,1459,Saratoga Springs, NY
MJX,1460,Waterbury, CT
DE2,1461,Teterboro, NJ
CT2,1462,Simsbury, CT
QQG,1463,Westminster, MD
EEN,1464,Keene, NH
N1Y,1465,Canandaigua, NY
B21,1466,Burlington, VT
SCH,1467,Boston, MA
DE3,1468,Dover-Cheswold, DE
PA4,1469,Carlisle, PA
ASH,1470,White Plains, NY
ME3,1471,Boston, MA
MVL,1472,Rockland, ME
1NJ,1473,Newport, RI
LLY,1474,Mount Holly, NJ
VSF,1475,Nantucket, MA
LEW,1476,Albany, NY
1PA,1477,Connellsville, PA
SBY,1478,White Plains, NY
FRY,1479,East Hampton, NY
SDQ,1480,San Juan, PR
PA2,1481,Bedford, PA
AUG,1482,East Hampton, NY
EFK,1483,Teterboro, NJ
YPQ,1484,Peterborough, Canada
PSE,1485,Ponce, PR
GDT,1486,San Juan, PR
AGC,1487,Pittsburgh, PA
PR1,1488,San Juan, PR
NY1,1489,Kingston, NY
MA6,1490,White Plains, NY
JZQ,1491,Brooksville, FL
FME,1492,White Plains, NY
YKZ,1493,White Plains, NY
RMN,1494,Stafford, VA
IAG,1495,Bedford, MA
MA1,1496,Washington, DC
YGP,1497,Gaspe, Canada
ZZV,1498,Zanesville, OH
BQN,1499,Stuart, FL
LCQ,1500,Orlando, FL
ME2,1501,Boston, MA
CGE,1502,East Farmingdale, NY
NH1,1503,New York, NY
HAR,1504,Harrisburg, PA
ONH,1505,Oneonta, NY
LYH,1506,Lynchburg, VA
YPS,1507,Bedford, MA
LOU,1508,Louisville, KY
FRR,1509,Westminster, MD
MPO,1510,Bedford, MA
JGG,1511,New York, NY
MD3,1512,Churchville, MD
OCE,1513,Atlantic City, NJ
2FL,1514,West Palm Beach, FL
B19,1515,White Plains, NY
OCW,1516,White Plains, NY
CRE,1517,Morristown, NJ
VJI,1518,White Plains, NY
YRQ,1519,Trois Rivieres, Canada
MA5,1520,Washington, DC
MGW,1521,Morgantown, WV
SLU,1522,San Juan, PR
BTP,1523,Butler, PA
SOP,1524,White Plains, NY
RDB,1525,Red Dog, AK
DRG,1526,Deering, AK
ORV,1527,Noorvik, AK
LUP,1528,Kalaupapa, HI
MKK,1529,Kalaupapa, HI
LSR,1530,Lost River, AK
TNC,1531,Tin City, AK
CDL,1532,Candle, AK
IAN,1533,Kiana, AK
MUE,1534,Kamuela, HI
JHM,1535,Kapalua, HI
HNM,1536,Kapalua, HI
HDH,1537,Mokuleia, HI
SRW,1538,Salisbury, NC
GWT,1539,Teterboro, NJ
MUN,1540,Van Nuys, CA
BDN,1541,Seattle, WA
YXX,1542,Abbotsford, Canada
BMI,1543,Broomfield, CO
MEJ,1544,Wilmington, NC
MEI,1545,Washington, DC
YQK,1546,Omaha, NE
BOC,1547,Bocas del Toro, Panama
YGK,1548,Kingston, Canada
LEE,1549,Leesburg, FL
GDL,1550,Guadalajara, Mexico
CKY,1551,Conakry, Guinea
XSP,1552,Honolulu, HI
KNB,1553,Kanab, UT
CH1,1554,Payerne, Switzerland
SIR,1555,Teterboro, NJ
HHN,1556,Hahn, Germany
FMM,1557,Washington, DC
YYF,1558,Santa Rosa, CA
KQA,1559,Akutan, AK
MTX,1560,Fairbanks, AK
KEB,1561,Nanwalek, AK
AQP,1562,Albuquerque, NM
LFT,1563,Dallas, TX
UTO,1564,Utopia, AK
3AK,1565,Tintina, AK
GTR,1566,Columbus, MS
BIQ,1567,Teterboro, NJ
ABV,1568,Cincinnati, OH
TRD,1569,Las Vegas, NV
PBC,1570,Puebla, Mexico
MTO,1571,Gary, IN
DJN,1572,Fairbanks, AK
CKU,1573,Cordova, AK
BFM,1574,Toronto, Canada
ACA,1575,Acapulco, Mexico
YLJ,1576,Meadow Lake, Canada
KLU,1577,Los Angeles, CA
CBG,1578,Cambridge, United Kingdom
TLL,1579,Teterboro, NJ
SZG,1580,Salzburg, Austria
CFG,1581,Tampa, FL
AEY,1582,Akureyri, Iceland
PT1,1583,Newark, NJ
LAF,1584,Aspen, CO
ZNQ,1585,Columbia, SC
HAD,1586,Halmstad, Sweden
AGH,1587,Bedford, MA
OSD,1588,Ostersund, Sweden
SGD,1589,Syracuse, NY
MKT,1590,Detroit, MI
YPD,1591,White Plains, NY
PFO,1592,Teterboro, NJ
SZZ,1593,Szczecin, Poland
IRK,1594,Kirksville, MO
A06,1595,Brevig Mission, AK
LIV,1596,Livengood, AK
GKN,1597,Delta Junction, AK
A5K,1598,Paxson, AK
MHK,1599,Kansas City, MO
MRB,1600,White Plains, NY
MLI,1601,Baltimore, MD
MVC,1602,Teterboro, NJ
HLG,1603,Wheeling, WV
MKG,1604,St. Louis, MO
FQI,1605,Scott, KY
AID,1606,Anderson, IN
KS3,1607,Hiawatha, KS
EAU,1608,Indianapolis, IN
YFC,1609,White Plains, NY
CEY,1610,Murray, KY
N8C,1611,Oak Island, NC
BYH,1612,Blytheville, AR
SGF,1613,Springfield, MO
2GA,1614,Camilla, GA
FWL,1615,Farewell, AK
VZY,1616,Katmai Lodge, AK
SNP,1617,St. Paul, AK
FNT,1618,Flint, MI
GDC,1619,Greenville, SC
HKY,1620,Greenville, SC
BTL,1621,Detroit, MI
LPR,1622,Lorain/Elyria, OH
MFD,1623,Detroit, MI
DRT,1624,Laredo, TX
GLR,1625,Detroit, MI
CLU,1626,Detroit, MI
JVL,1627,Detroit, MI
PIA,1628,Peoria, IL
PSK,1629,Columbia, TN
LSE,1630,Detroit, MI
ANB,1631,Anniston, AL
GRI,1632,St. Louis, MO
BJX,1633,Leon/Guanajuato, Mexico
RNH,1634,Detroit, MI
DCU,1635,Decatur, AL
PUB,1636,Pueblo, CO
ARG,1637,Walnut Ridge, AR
GGG,1638,Brownsville, TX
SBZ,1639,Sibiu, Romania
APW,1640,Apia, Samoa
GRX,1641,Augusta, GA
HGR,1642,Hagerstown, MD
GLS,1643,Galveston, TX
IPT,1644,Teterboro, NJ
LYU,1645,Ely, MN
TBR,1646,Knoxville, TN
MIO,1647,Nashville, TN
ILN,1648,Miami, FL
PIR,1649,Pierre, SD
TSM,1650,San Jose, CA
UVA,1651,Austin, TX
BES,1652,Teterboro, NJ
TBN,1653,Philadelphia, PA
PKB,1654,Parkersburg, WV
PAH,1655,Paducah, KY
NV4,1656,Reno, NV
RDD,1657,Redding, CA
LMT,1658,Klamath Falls, OR
LJU,1659,Newark, NJ
NSI,1660,Newark, NJ
DBV,1661,Dubrovnik, Croatia
BRD,1662,Brainerd, MN
MRN,1663,Morganton, NC
SLZ,1664,Sao Luiz, Brazil
BRQ,1665,Brno, Czech Republic
YSB,1666,Sudbury, Canada
AIT,1667,San Diego, CA
PGF,1668,Perpignan, France
FUE,1669,Newburgh/Poughkeepsie, NY
EAS,1670,San Sebastian, Spain
FNI,1671,Nimes, France
TUN,1672,Westhampton, NY
OTP,1673,Bucharest, Romania
UIO,1674,Oakland, CA
LBV,1675,Teterboro, NJ
CH2,1676,St Stephan, Switzerland
ZAD,1677,White Plains, NY
VNO,1678,Newburgh/Poughkeepsie, NY
NTE,1679,Nantes, France
5GA,1680,Calhoun, GA
MHE,1681,Smyrna, TN
OWB,1682,Evansville, IN
NC8,1683,Burlington, NC
BGE,1684,Bainbridge, GA
YYG,1685,Monticello, NY
MBL,1686,Laconia, NH
TN6,1687,Fort Lauderdale, FL
BLV,1688,Fort Lauderdale, FL
RWL,1689,Nashville, TN
DUA,1690,Durant, OK
BKW,1691,Parkersburg, WV
GCY,1692,Greeneville, TN
SME,1693,Smyrna, TN
PBG,1694,Plattsburgh, NY
TUP,1695,Tupelo, MS
CEC,1696,Medford, OR
YQS,1697,St Thomas, Canada
GLH,1698,Tupelo, MS
YCE,1699,Centralia, Canada
ATO,1700,Charlotte, NC
1TX,1701,Dumas, TX
RSN,1702,Ruston, LA
RKS,1703,Rock Springs, WY
2VA,1704,Manassas, VA
LAR,1705,San Diego, CA
CMX,1706,Hancock/Houghton, MI
PXM,1707,Teterboro, NJ
VBS,1708,Brescia, Italy
DND,1709,Dundee, United Kingdom
LEI,1710,Almeria, Spain
CWA,1711,Mosinee, WI
MLU,1712,Monroe, LA
VPS,1713,Valparaiso, FL
CSG,1714,Columbus, GA
VLD,1715,Jacksonville, FL
GEK,1716,Ganes Creek, AK
TVF,1717,Grand Forks, ND
FDY,1718,Pontiac, MI
HUF,1719,Pontiac, MI
FLO,1720,Pontiac, MI
ASN,1721,Talladega, AL
NLU,1722,Zumpango, Mexico
BZV,1723,Brazzaville, Congo (Brazaville)
DOH,1724,New York, NY
DYU,1725,New York, NY
PQI,1726,Presque Isle/Houlton, ME
LCH,1727,Lake Charles, LA
YDF,1728,Newark, NJ
CYB,1729,Cayman Brac, Cayman Islands
SAL,1730,San Salvador, El Salvador
SAP,1731,Miami, FL
LCK,1732,Niagara Falls, NY
NYL,1733,Yuma, AZ
MQT,1734,Mosinee, WI
OH3,1735,Laredo, TX
TRC,1736,Laredo, TX
MGA,1737,Miami, FL
YAP,1738,Guam, TT
KTW,1739,Newark, NJ
RAP,1740,Jackson, WY
TKK,1741,Guam, TT
PNI,1742,Pohnpei, Federated States of Micronesia
RVN,1743,Rovaniemi, Finland
MLE,1744,Male, Maldives
HTS,1745,Gainesville, FL
SWO,1746,Stillwater, OK
BPT,1747,Beaumont/Port Arthur, TX
ABI,1748,Abilene, TX
ATY,1749,Watertown, SD
ADM,1750,Van Nuys, CA
PAP,1751,Port-au-Prince, Haiti
SCU,1752,Santiago, Cuba
SNU,1753,Miami, FL
